PassengerId,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,Transported
0012_01,-0.4206855670512902,0.2225600579281083,0.027811069970837706,-0.002260790578330732,0.1119002273524251,-0.7505330642799214,-0.11555322576366572,0.5139491323450103,0.15222631973476383,0.018475368759799368,0.6240119246157846,-0.05772879239553565,-0.2591712587081079,0.36548859477843815,-0.05869912462295133,-0.02172754169984839,0
0014_01,-0.41416071608551586,-0.19371332137359892,0.18266346283803728,0.08698531423841965,-0.44194391742065475,0.026857987533774417,0.6759350269055765,0.3679808634536503,-0.7176939727947087,0.293707717663222,0.6211498439198133,0.43573002094934193,0.025632287146927918,0.3846598121529287,0.10723506908024433,0.4651141336020211,0
0015_01,-0.27358449769357257,0.2688877102970931,-0.3473265178473856,-0.31314457183745936,0.05479960831101039,-0.15159191827554133,0.0010599983713936922,-0.030711934640122847,-0.22526993071747495,-0.16604905294474265,0.49354804911215966,0.04242337634943062,0.36344456187507895,0.4253556352560322,-0.18316095836543225,-0.2497549618140878,0
0016_01,-0.06451342296244558,0.18120404501477758,-0.16910511273991022,-0.10791595346217175,-0.6372618632306248,-0.7258604283331251,0.3819683704939277,0.3389601140566705,-0.4918410626317936,-0.0781340744669362,0.046784421246211384,0.09036059462289117,-0.4135642027385393,0.32241414620409165,-0.6273061330376556,-0.5781328342366188,1
0017_01,-0.5112261914540395,0.27786342040007445,-0.5900862269045241,-0.36037410449366114,0.3362734724091123,0.10775465969597589,0.057085127598829125,0.03161400177262672,-0.19010843663624735,-0.022837751337306363,0.879454061148129,-0.42460364670584333,0.907223613811134,0.3891635891315356,0.6595160939272612,-0.19139757078500885,1
0017_02,-0.457767460008225,0.22420207936623035,-0.29340648207458253,-0.2784083058685472,0.1759218888449437,0.19887548299239619,0.14166560934818898,-0.05133934594595144,-0.3636361385293151,-0.014044892905146922,0.6969559859918639,0.09433726854824963,0.603861203765932,0.45349287918299586,0.24391837543951297,0.09040756005344493,0
0020_01,-0.6080507860503733,-0.017923125194920123,-0.4203998332496548,-0.42539320265339164,0.610158642175803,-0.22055266536279772,0.2851819679311121,-0.0387021834086132,-0.25105848469177133,-0.11379966414498202,0.8471153446531401,-0.7034229226710541,0.8423413539692086,0.2899639634003493,0.5370283910408107,-0.21729818612482954,0
0020_02,-0.021707271118271493,-0.3361980381457228,-0.16181086468387743,-0.19528064815143353,-0.17580940107909557,-0.823218008808755,0.5463998510984943,0.2841244719565887,-0.23532217126505994,-0.4557849975100289,-0.012888081120322007,-0.30339719399792386,-0.5198545049744384,0.051799375975980756,-0.783948516973126,-0.6344034007196309,0
0020_03,-0.2622858628602669,-0.26150790153669223,-0.26436853799702636,-0.3228522856125237,0.2636895828491275,-0.6407013483334744,0.44789853188544976,0.14090828944357442,-0.1918737252683943,-0.3241064231224848,0.47442816049574144,-0.5180109575252816,0.18177755863940387,0.20618767736827717,-0.43221866414237803,-0.4673381417511296,0
0020_04,-0.5382121097104058,-0.07196832893059515,-0.3268656594691088,-0.32269585537617723,0.47417277004872505,-0.3031623898684433,0.22669457036163268,0.015292935226423618,-0.25501791901070725,-0.18670732360584835,0.7628292975868718,-0.5424738851358671,0.6820792274787837,0.18439678795161885,0.4191385154982012,-0.14700614413340438,1
0020_05,-0.549240739564211,-0.15655336159093844,-0.38928259460402526,-0.45238479442324864,0.6933629372413841,-0.19909376155859465,0.30909354292840885,-0.0314104185422835,-0.12173643797572968,-0.20203986773155092,0.840774221089704,-0.7120273090435076,0.8591380471318714,0.3496005415268442,0.4504195006116823,-0.1932995081457266,0
0020_06,-0.5639883952317194,-0.059710820889698,-0.34119821904768005,-0.34098297780267456,0.5245515017233433,-0.24669888635325932,0.20794957766885905,-0.007252381060879833,-0.2486209031529078,-0.16406468195108376,0.7940306271247799,-0.5694499740592052,0.738415492556744,0.2070924159413496,0.4896374038128243,-0.11130219787608579,0
0022_01,-0.5452013357785329,-0.03828111329450585,-0.058228643524583186,-0.01729217850940303,-0.3908179082575806,-0.09159043789719998,0.6058389039779517,0.4434919957127229,-0.7041596768600519,0.2217285533922432,0.745153649520757,0.28663446498051853,0.2902713871000838,0.41430011820674306,0.3366785949782947,0.3741376477735741,0
0024_01,0.04985493619272362,-0.2409965395605888,-0.21479528898546024,-0.22978416153923903,-0.5110447685786512,-0.8992196610441857,0.5864536502122979,0.4765928585841622,-0.51288796226426,-0.4530761555174311,-0.3747220982394814,-0.16255087840578852,-0.8413918399636678,-0.042259065554717035,-0.9008804642670694,-0.7065602134624575,1
0025_01,-0.49930055231713244,-0.2534285790356767,-0.3338108914884977,-0.33775259943475416,0.4724633699604565,-0.11808403569098985,0.00888334768017718,0.012128884698949564,-0.23107883283616357,0.19007549670728777,0.5070289050757384,-0.3487421873384085,0.5634204483160985,-0.09910632451447873,0.2620691340483807,-0.16310265575524366,0
0026_01,0.7288210485142534,0.15157339352276125,-0.648228305418458,-0.8115458548446228,0.5878397141539257,0.49612166261816476,-0.6738542939125071,0.8283625133088561,-0.693641113423063,-0.17912138334384245,0.13720153287897147,-0.45502081555733404,-0.38598623922912845,-0.604530520139485,-0.7870966518031913,0.5997417929792596,0
0028_01,-0.3416073879451888,-0.06650483807642776,0.24738176768469186,0.25951368302806344,-0.7376759094410311,-0.42002763577564023,0.6534873869452379,0.500218434231454,-0.7230062315358469,0.21583162426395797,0.2861567906750984,0.6092988727567853,-0.560217185022447,0.20638511085593345,-0.1639868466666802,0.20631077827415253,0
0030_01,-0.21751254684076177,-0.06801541114955137,-0.3914922363879844,-0.30323825450038044,0.22908379486161207,-0.42399716021960776,0.11253902107346783,0.20054544122680654,-0.2602014190800803,-0.38809670443405286,0.26871529153305446,-0.2753316004554121,-0.006490508708821135,-0.2590234600482356,-0.21496478925770024,-0.27562696552341,0
0031_01,-0.4954836640807785,0.6879760554414279,0.4144929178035854,0.18902291278244188,-0.25841618598876,-0.7890259312168317,-0.4359471525806985,0.5966597107713951,0.027723680581506354,0.15165616871424548,0.22047713129061944,0.6609715387795704,-0.8887835351800987,0.5787283236583948,-0.4239317627016668,0.355454124884075,1
0031_02,-0.5372116047351665,0.33026295678560597,-0.32723853431157146,-0.33001309482216407,0.2123872497713204,0.052744135731540256,-0.0024967101618962513,0.01351473393376566,-0.3986827794394521,0.24762804580213227,0.8259648962492168,-0.30925417867024235,0.8143917944311321,0.5579836438306256,0.5737358932268131,0.041816613139659176,1
0031_03,-0.6757352519096748,0.501638875273136,0.34462935578562814,0.08500949346171482,0.4299991473802139,-0.6855038971353035,-0.691829856964417,0.7126208694395778,0.4443237623160689,0.7608970435405016,0.7613472269929125,0.2504033657841474,-0.31781834579110924,0.6339157213141354,0.3051027804254802,0.5356564472205316,1
0034_01,-0.2926874955731418,-0.2622267071623758,-0.31613526408798953,-0.4799294463908558,0.3190871991553208,-0.639174928042287,0.4564733081940151,0.2398751342631381,-0.34275917553488233,-0.2308788451598975,0.48886070750836846,-0.5579048408114052,0.10332675095707422,0.3644631876716638,-0.5989549716313368,-0.3564002832319254,1
0035_01,-0.340068409437321,-0.32836700990561973,-0.265282426656216,-0.30732860718714383,-0.02596127700023089,0.16871375534621805,0.3786619222922381,0.5397957925645781,-0.6468086976553233,0.3691397639577062,0.6018922754765447,0.1928985307130432,0.26827560708473724,0.23046821952750776,-0.12360204841258984,0.40863670151210063,0
0036_01,-0.3401409546931609,0.0009309936441921514,-0.1791005032506084,-0.37233660832954585,0.5823625991705927,-0.15796213894727096,0.013869292130268199,-0.13486937194691395,-0.13988800703491627,-0.21887073146278327,0.5993428091480427,-0.4604574528371441,0.4849789469670592,0.19200691349390395,0.09841440904323558,0.016348289314128097,0
0038_01,-0.6079587071367253,-0.7544016638627811,-0.3842535231645488,-0.3720614852634801,0.5727343211722624,0.30231724305056595,0.13496722432487873,0.24577545819584928,-0.33019309564539284,0.6656016704051451,0.2331216898319449,0.09641972009480643,0.4254050926997733,-0.3412824971088388,-0.06083134244803496,0.08448407490644828,0
0039_01,-0.09476162184231109,0.044729761730356095,-0.5002809569240709,-0.29278523343439483,-0.14106930481896185,-0.5092006252590979,0.3630120791066431,0.23568590092752678,-0.14931690358490698,-0.25017045468434473,0.5332182627089616,-0.2692034305789905,0.41735747078015983,0.3333129261286188,-0.41609994534196065,-0.5952056311769695,0
0041_01,-0.3334189836086221,0.22903795710160393,-0.5689346793581719,-0.3074788363636575,-0.03896829995009228,-0.31982883413107044,0.2818282018479054,0.17004073732779912,-0.24142963723022764,-0.14913739383579244,0.7293959074468105,-0.3636677537736215,0.7258542980820399,0.3072479311959822,0.17361264977981336,-0.5238193375113831,1
0043_01,-0.45716302250024105,-0.32447410724166176,-0.7312386936877132,-0.5658855846731591,-0.10086016077380462,-0.15413031094117471,-0.1702089788794005,0.5731457875845264,-0.5420490045558354,0.43442923205044215,-0.34610071974873696,0.5528255866583169,-0.465506320053823,-0.11139002430426288,-0.8191335146658478,-0.4646057762906622,0
0044_01,0.12223245824699702,0.07724817400123898,-0.4145944945297613,-0.05685773554743358,-0.7113678056281841,-0.802234441674219,0.49191118242668885,0.42734757841112153,-0.32053737203401395,-0.4185784476056273,-0.07763988716843641,0.11314681569076357,-0.480769530386141,0.018172353937112515,-0.7400981970736766,-0.7785722568434805,0
0044_02,-0.3926700632830342,0.15063646333563593,-0.5970855590701643,-0.4451738519099861,0.41319720623445155,-0.03090194501589905,0.20622660804414333,0.043465280623680054,-0.08988122059454509,-0.05264263198266774,0.8565712172970278,-0.5471915133716354,0.8921778768717362,0.5007671845476369,0.3173647440316028,-0.35513863825369724,1
0044_03,-0.20531031306607517,0.07684913547640262,-0.5275647295940664,-0.31245763250293296,0.01641238337913132,-0.37126829990852567,0.32910597506075245,0.20545304883973645,-0.1200565141975106,-0.2652589084150255,0.6634119202431916,-0.3330183651896886,0.6798377867632281,0.3382500696713017,-0.05742659965832952,-0.54068443790946,1
0045_01,-0.5421358624278384,0.10307257865820674,0.11060108670338263,0.08084747552159706,-0.37833937034343584,-0.06261468708558039,0.4858165652045629,0.34480079726410745,-0.6529047055367426,0.3320933945424916,0.697048543458729,0.35338948109076007,0.19106377075472303,0.39801290547885276,0.4159932068900958,0.3964390348319432,0
0045_02,-0.3117739668095016,0.16409176835885791,-0.29102537830384684,-0.30834638431741795,-0.05669275163813777,-0.3510334587077667,0.23020959849495193,0.15398884491709167,-0.3560122072376864,0.07863894781389376,0.6169656098341056,-0.2599761385733915,0.5012809210358731,0.5476165264292744,-0.09163100651736465,-0.3045671097957026,1
0050_01,-0.34749849101790614,-0.4619190813692202,0.04749315578914531,-0.023430385495797335,-0.06036410685917184,-0.47651911578370704,0.6701957662810732,0.2854605757355318,-0.4791045535105253,-0.22417354268665599,0.44089087935481097,-0.015229016927179373,-0.20293336207190685,0.033504505976228754,-0.25424731996440036,0.025529966644898445,0
0051_01,-0.1924405448236801,-0.5325237154382497,-0.3266969702381282,-0.17455313263976086,-0.2984939503787859,-0.7338098818458613,0.3119337826736534,0.44631165686977914,-0.36193835510164307,-0.11809082362834653,-0.44233564713567525,0.19718836020778607,-0.7091521970797355,-0.4112157144862366,-0.779691763857891,-0.6060605928429923,0
0052_01,-0.7087256923116767,-0.8830079945794489,-0.8121002861669958,-0.5657125643851699,0.6245824087967164,0.2793976438070801,-0.22301499964269023,0.4801880122185841,-0.1826869299996015,0.8281965616008727,-0.2799353402708777,0.22346546760004046,0.4564218471048129,-0.7148479927911437,-0.37792293011556255,-0.49272714102157567,0
0053_01,-0.6101633727345165,0.5091807161539237,0.6233245961606303,0.2703975955996173,0.6113371591986755,-0.870357309219327,-0.6063473511924495,0.5939839129897199,0.6609601442913666,0.39083260026751526,0.7577705456368372,-0.12242940381074759,-0.5894693487721739,0.47868436819428023,0.35941192076416206,0.5197440053475427,1
0056_01,-0.6165943430443457,-0.01337975861399151,-0.43439687877795374,-0.5213613153827191,0.6430704272966761,-0.14849717495065085,0.15359385927245733,0.052681695781146724,-0.3813118667183933,-0.029851411588217216,0.8256818227921668,-0.6421027520748712,0.771412265636513,0.3803452963082755,0.41450294748567656,-0.014629234675380439,1
0056_02,-0.26200958274819375,-0.14289345693973005,-0.32046957192492176,-0.37097004255517513,-0.05021227494676121,-0.7519370219372721,0.4719329707146902,0.32471992662572224,-0.46197245574464185,-0.2964907067092148,0.22397135192458176,-0.4155673363869361,-0.2820585922538543,0.15713053855621467,-0.6289591140902749,-0.55948073884207,1
0056_03,-0.7621284640980021,0.6878946536202802,0.8275862402365535,0.3442380278422435,0.8412680553416434,-0.9482480658247046,-0.8564678142432033,0.9262271902443541,0.8312236644036288,0.7387267042285603,0.8884468937585657,0.04755762309059977,-0.9184208187611703,0.7013114719872506,0.2868178113293413,0.8987305280640432,1
0058_01,-0.11383951552407999,-0.2781238429861877,-0.30863130768122693,-0.2188173315709219,0.05896660120778734,-0.703285630351947,0.5143617318101308,0.16490177780430185,-0.10126622184470069,-0.49505364719495154,0.2691641313053987,-0.4435359430817047,0.08907729673549206,-0.01592554661200941,-0.45578332365463803,-0.6099191103496956,0
0061_01,-0.3439837466139111,-0.2809982897962133,-0.28883154294227437,-0.3503207258583697,0.47635580126003924,-0.1189701377722491,-0.16173744974147816,0.25103040954977807,-0.2399566349376503,0.24789708847631328,0.33046621171379403,-0.27069377766041497,0.24934258102586468,-0.3204383645193366,0.04771346390183356,-0.014239432272143374,0
0062_01,0.2222359037117951,-0.15195045659123915,0.06954984898031115,0.03363222010064648,-0.5586147644242272,-0.8363885578348587,0.36611593042506396,0.2956781060128712,-0.3527519204706727,-0.4886676047245649,-0.48030315794550366,0.07724413426509488,-0.8372292571449352,-0.3385189549932838,-0.7811899280131217,-0.5696840993174727,0
0064_01,-0.4804602146961791,0.006085241182133345,-0.1418088921917063,-0.3032690957617206,0.2867663850451693,-0.4496912140673212,0.3207980312500687,-0.030531992108384105,-0.3920359619666043,0.0022395819253258854,0.6103454543813762,-0.5548308663840108,0.4858925269954487,0.30806272594489464,0.16336286747504503,-0.2160148969791853,1
0064_02,-0.3348554590014733,-0.14550158015780418,-0.2485592249686167,-0.26765205619955373,-0.017011767462174417,-0.7096333717597002,0.47548112030944534,0.2649190236497094,-0.41386146194165196,-0.2998956839559152,0.3627313680899236,-0.42074951926271004,-0.08653897244829803,0.13360301011130496,-0.42649576354468005,-0.4651633591218739,1
0066_01,0.12623709533711017,0.21177456220062185,-0.2994572390172011,0.025133170346375747,-0.7190712687858842,-0.8003968432230496,0.26784172013102514,0.4634277774840402,-0.27110134416765286,-0.495650313556563,-0.2764290295372744,0.4331822235406812,-0.7633309590019818,-0.03390103301457225,-0.7784942905222594,-0.654986619269704,0
0067_01,-0.5058722293372376,-0.1365521616935504,-0.4709467614355437,-0.4361328423877186,0.6983599025335384,-0.1378846890231251,0.3199864679286962,-0.10569868347423574,-0.017966884099572273,-0.2559223356994734,0.8411822361646453,-0.7375604944967218,0.897134513681885,0.2600298535213294,0.5201950908941605,-0.2669158080831939,1
0067_02,-0.4294184838280283,0.07009062441263182,-0.19367514554505008,-0.17103650686060218,0.44599793592162745,-0.5249137164936263,0.05195142021821454,0.2003790344481487,0.04425946209885899,-0.192355467326715,0.7091301134919858,-0.477691340842123,0.40691214651429375,0.087016467016629,0.3243848407308638,-0.08616641290143426,1
0067_03,-0.604279096258883,-0.5545784343466766,0.41133595910884163,0.24735389077416603,-0.08171838804392921,0.24382981238273077,0.8374403447161273,0.196844549219708,-0.7284662731372162,0.20888642147233716,0.7045356272823885,0.33853152235187167,0.13433878042428027,-0.022056297224310153,0.5425507433844,0.6898591382854036,0
0068_01,-0.5659629902656941,-0.38483677542484956,0.029699456697972235,-0.05018900249348775,-0.09404268755644733,-0.3750353482528712,0.6463013899419855,0.3410760767416967,-0.6674793284033033,0.04463107592399053,0.5403639034655572,-0.016119317621100516,-0.05009483200522831,0.08246273934512859,0.10536212397255094,0.20913070955539662,0
0069_01,-0.3108262025438678,-0.316915550476652,0.22402397929415332,0.19071367648916307,-0.4384014075104339,-0.5268295352964808,0.6622681496897115,0.22451132365447468,-0.568873390116804,-0.14735081484556367,0.15078710759891406,0.24186449045322458,-0.48991711478175415,-0.19362098389861274,-0.1351628483735113,-0.032055038307842364,1
0070_01,-0.4492430405641414,0.38793246576429574,-0.3506678981737358,-0.23570744173832642,-0.05894338079956679,0.003394531218438618,0.04306736941125305,-0.02934598077467974,-0.4001391640633379,-0.09957305856359187,0.5873254143002824,0.1413213053026741,0.47253405706537976,0.3305815363241295,0.2536504275072937,-0.1359260341483899,0
0071_01,0.0884629909733888,0.42757125879935154,-0.34578108923855694,-0.38210141136514075,0.14065456936449822,0.09593676944304932,-0.24719454195509813,0.2832901110355196,-0.4063876692363298,-0.1589777077559772,0.6522489648568989,-0.3293732372868306,0.5084298683830429,0.0009624150750247882,0.23843952263961513,0.1058145578938741,0
0072_01,-0.571329274836284,0.24873871106328702,-0.29250877616463505,-0.354541649185805,0.4807203490642183,-0.053158233815397825,-0.010567083891486034,-0.30323540569625357,-0.30381660190290716,-0.3105212563231067,0.5373624714033326,-0.24824708904200382,0.4775205706313411,0.16594530059037227,0.3218210044087799,-0.06956099750948137,0
0073_01,-0.23713620049339756,0.19780964815197682,0.09219597331939784,-0.04555557598204517,-0.1765766836724155,-0.749262240086156,0.010850689912079294,0.6135605974049609,-0.03324838421868276,0.02582947146021409,0.4998790953927139,0.16488394403273485,-0.41560571726200507,0.5635937008458286,-0.4202941549624232,0.04293083000177707,0
0074_01,0.9010672343662393,0.5085479899112302,-0.3494112697969771,-0.7990869097556207,0.6329660284613108,0.21553770626900012,-0.6754313067502976,0.8364746438460139,-0.8057913994112277,-0.7995532216918185,-0.0021721673410175254,-0.7891458559336687,-0.8084118390782863,-0.8469852702578413,-0.7663302634910809,0.787519365969036,1
0076_01,-0.5364264329718105,0.22064091219557974,0.441004793202916,0.1007760613514076,0.2882221936303477,-0.761200982122553,-0.12434323786432194,0.4169638795295252,0.06066907609946783,0.25160337144081285,0.5929417276158953,-0.1389466853097772,-0.4446666506395448,0.3969506653008545,0.1363817031981161,0.3430889089649457,1
0077_01,-0.4770782968716442,0.5652117247562592,0.35932808991724835,0.13714885838873225,0.01186742255655567,-0.7612118379746029,-0.42173267915983753,0.5967753348170707,0.20687579242158008,0.43384950631720126,0.6835762084521976,0.17356710672375394,-0.4289623303023736,0.6326384149851916,0.0970713843543155,0.31132297976747153,1
0078_01,-0.5252073428363865,0.9864388646869663,-0.9031342326849872,-0.969236107713869,0.9529268012723191,0.979132923248814,-0.9614993827693908,-0.6176474395122876,-0.9447509304957569,-0.9876522707383459,-0.8478365061602937,0.8471143623186775,-0.959306419958639,-0.42612239453191364,-0.8801620329171541,0.9123504318945421,0
0081_01,-0.4492363232320275,-0.05028486959950349,-0.4440443911370309,-0.33048660566137494,0.40280589104262104,-0.40049659046837227,0.37114394607480466,-0.01764850871098379,-0.17815976063417116,-0.265270884801129,0.7169157677875283,-0.6401746636796328,0.7175596127995432,0.09596516980588582,0.2979785545007185,-0.42720226554512986,0
0082_01,-0.9244585723245361,-0.9222922576705903,0.9632586470761939,0.957961184224291,-0.9888270558305639,0.941857173375732,0.9994686866481649,0.8943845808293925,-0.9985358174072467,0.8928202093179747,0.8498915175541654,0.9973066016666368,-0.8825215734403506,-0.46372032135836533,0.9618302066383123,0.9982662673073223,0
0082_02,-0.5297751463652048,0.3465658452011001,-0.3774337744850001,-0.3774713233546662,0.20308704800506594,-0.03763377175018972,0.11648111974411872,0.02257037422377602,-0.40900300585208704,0.25329238399646203,0.8258170530330617,-0.4370383258178323,0.8319269933808593,0.5839394754943044,0.4950424802464503,-0.14010984186798617,1
0082_03,-0.47975999403586117,0.30921630656968446,-0.2952739058890725,-0.28953021832209797,0.07920847040671233,-0.06521660550368849,0.03471179619370967,0.053990671310363614,-0.4068357543374615,0.20472716324013585,0.7662728898195537,-0.2366558479141242,0.7221714151042796,0.5226831976745782,0.44490584105119313,-0.03197332770753169,1
0084_01,-0.46043237436999956,-0.26754769076893825,-0.16165237602872992,-0.027198232641257165,0.013124902136758316,-0.3055503582117682,0.6016733407474131,0.15184158193122488,-0.44454659860526946,-0.22260769444150783,0.6097275539991605,-0.17219313935191555,0.3227771256832986,-0.10636128979567075,0.31524022525615863,-0.037792572177692704,1
0085_01,-0.21665115229200133,-0.1538157986375223,-0.3231495300743108,-0.36538669283045605,-0.07236664319903467,-0.7691628175283013,0.48312212538413063,0.33749941548920953,-0.47373032403941334,-0.3064260040264888,0.18318314993527543,-0.4220943190270837,-0.37124630257749425,0.1289230914367688,-0.6768773134338039,-0.547282315070746,1
0086_01,-0.22781019053441248,0.08194979582026972,-0.30442225625556846,-0.10333814802156023,-0.5004487453919607,-0.3823648905607954,0.16418658029464708,0.24332662631120275,-0.43481988085170364,-0.028510113212762544,-0.04306242014143962,0.46548402155477797,-0.3347455331469693,0.025167709196880838,-0.4515523745309673,-0.4244622119082263,0
0088_01,-0.1296922797941497,-0.33056896148832426,-0.08028898828738797,-0.20368589997729553,-0.18694844935557625,-0.8175831915431251,0.5744810087121696,0.34939919684909804,-0.3787628654756858,-0.40238570965791687,0.032420273623783115,-0.30585012391837835,-0.47756398094018626,0.17873209191418626,-0.7172129669805871,-0.5247422112891187,1
0090_01,-0.20812162910700088,-0.13935901952439936,-0.3434981636573979,-0.1893023567644224,-0.06597255893363381,-0.7019636091709858,0.4879940498477892,0.14535043438280013,-0.2251237533445673,-0.41585096167282104,0.3078634945931825,-0.4397844426482489,0.06660423289137311,-0.07742203155496773,-0.3310519144242468,-0.6188337423017212,1
0091_01,-0.31112456643083886,-0.10280605603773596,-0.3850753141540485,-0.2474922994289487,0.1343085842643671,-0.5962212555130412,0.441502340958456,0.0779366892428401,-0.20504675153827145,-0.3560570066445523,0.5044805946525602,-0.5292270431029068,0.38738287681313693,-0.007155825772138719,-0.07660125248423302,-0.5471766454143459,1
0091_02,-0.20026369095269295,-0.04315305529402117,-0.1273014537068154,-0.21401424392796412,0.18621208745633347,-0.4335004926550817,0.10531735352771038,0.08116116551809208,-0.2663614281364961,-0.19389460093035207,0.36074136453157213,-0.3513085752220879,0.10609331037069518,-0.12024247371869416,-0.018293137618784643,-0.19508357729779333,0
0092_01,-0.4260152915569423,0.4028465906854063,-0.27396008108135805,-0.09343689151679788,0.12447344885442083,-0.49264267289225744,-0.14780662004398504,0.38964855151895283,0.12443565590750152,0.03699744231666812,0.7779927230693462,-0.11933010724278392,0.4387579598589994,0.40282213849547904,0.3258172099938192,-0.11708145945274832,0
0092_02,-0.5027601816343528,0.2950727356487413,-0.6256492515710168,-0.40576143699781353,0.3271202981019058,0.01890054963148072,0.17425191737754167,0.03935839096733398,-0.2008889993630051,-0.016367635324609105,0.8789938182408786,-0.5384915961197113,0.9164029294934136,0.4207223557086565,0.5931387695582009,-0.36010652151036465,1
